realtime_start,realtime_end,date,value
2025-05-13,2025-05-13,1951-02-01,25.7
2025-05-13,2025-05-13,1951-03-01,25.8
2025-05-13,2025-05-13,1951-04-01,25.8
2025-05-13,2025-05-13,1951-05-01,25.9
2025-05-13,2025-05-13,1951-06-01,25.9
2025-05-13,2025-05-13,1951-07-01,25.9
2025-05-13,2025-05-13,1951-08-01,25.9
2025-05-13,2025-05-13,1951-09-01,26.1
2025-05-13,2025-05-13,1951-10-01,26.2
2025-05-13,2025-05-13,1951-11-01,26.4
2025-05-13,2025-05-13,1951-12-01,26.5
2025-05-13,2025-05-13,1952-01-01,26.5
2025-05-13,2025-05-13,1952-02-01,26.3
2025-05-13,2025-05-13,1952-03-01,26.3
2025-05-13,2025-05-13,1952-04-01,26.4
2025-05-13,2025-05-13,1952-05-01,26.4
2025-05-13,2025-05-13,1952-06-01,26.5
2025-05-13,2025-05-13,1952-07-01,26.7
2025-05-13,2025-05-13,1952-08-01,26.7
2025-05-13,2025-05-13,1952-09-01,26.7
2025-05-13,2025-05-13,1952-10-01,26.7
2025-05-13,2025-05-13,1952-11-01,26.7
2025-05-13,2025-05-13,1952-12-01,26.7
2025-05-13,2025-05-13,1953-01-01,26.6
2025-05-13,2025-05-13,1953-02-01,26.5
2025-05-13,2025-05-13,1953-03-01,26.6
2025-05-13,2025-05-13,1953-04-01,26.6
2025-05-13,2025-05-13,1953-05-01,26.7
2025-05-13,2025-05-13,1953-06-01,26.8
2025-05-13,2025-05-13,1953-07-01,26.8
2025-05-13,2025-05-13,1953-08-01,26.9
2025-05-13,2025-05-13,1953-09-01,26.9
2025-05-13,2025-05-13,1953-10-01,27.0
2025-05-13,2025-05-13,1953-11-01,26.9
2025-05-13,2025-05-13,1953-12-01,26.9
2025-05-13,2025-05-13,1954-01-01,26.9
2025-05-13,2025-05-13,1954-02-01,26.9
2025-05-13,2025-05-13,1954-03-01,26.9
2025-05-13,2025-05-13,1954-04-01,26.8
2025-05-13,2025-05-13,1954-05-01,26.9
2025-05-13,2025-05-13,1954-06-01,26.9
2025-05-13,2025-05-13,1954-07-01,26.9
2025-05-13,2025-05-13,1954-08-01,26.9
2025-05-13,2025-05-13,1954-09-01,26.8
2025-05-13,2025-05-13,1954-10-01,26.8
2025-05-13,2025-05-13,1954-11-01,26.8
2025-05-13,2025-05-13,1954-12-01,26.7
2025-05-13,2025-05-13,1955-01-01,26.7
2025-05-13,2025-05-13,1955-02-01,26.7
2025-05-13,2025-05-13,1955-03-01,26.7
2025-05-13,2025-05-13,1955-04-01,26.7
2025-05-13,2025-05-13,1955-05-01,26.7
2025-05-13,2025-05-13,1955-06-01,26.7
2025-05-13,2025-05-13,1955-07-01,26.8
2025-05-13,2025-05-13,1955-08-01,26.8
2025-05-13,2025-05-13,1955-09-01,26.9
2025-05-13,2025-05-13,1955-10-01,26.9
2025-05-13,2025-05-13,1955-11-01,26.9
2025-05-13,2025-05-13,1955-12-01,26.8
2025-05-13,2025-05-13,1956-01-01,26.8
2025-05-13,2025-05-13,1956-02-01,26.8
2025-05-13,2025-05-13,1956-03-01,26.8
2025-05-13,2025-05-13,1956-04-01,26.9
2025-05-13,2025-05-13,1956-05-01,27.0
2025-05-13,2025-05-13,1956-06-01,27.2
2025-05-13,2025-05-13,1956-07-01,27.4
2025-05-13,2025-05-13,1956-08-01,27.3
2025-05-13,2025-05-13,1956-09-01,27.4
2025-05-13,2025-05-13,1956-10-01,27.5
2025-05-13,2025-05-13,1956-11-01,27.5
2025-05-13,2025-05-13,1956-12-01,27.6
2025-05-13,2025-05-13,1957-01-01,27.6
2025-05-13,2025-05-13,1957-02-01,27.7
2025-05-13,2025-05-13,1957-03-01,27.8
2025-05-13,2025-05-13,1957-04-01,27.9
2025-05-13,2025-05-13,1957-05-01,28.0
2025-05-13,2025-05-13,1957-06-01,28.1
2025-05-13,2025-05-13,1957-07-01,28.3
2025-05-13,2025-05-13,1957-08-01,28.3
2025-05-13,2025-05-13,1957-09-01,28.3
2025-05-13,2025-05-13,1957-10-01,28.3
2025-05-13,2025-05-13,1957-11-01,28.4
2025-05-13,2025-05-13,1957-12-01,28.4
2025-05-13,2025-05-13,1958-01-01,28.6
2025-05-13,2025-05-13,1958-02-01,28.6
2025-05-13,2025-05-13,1958-03-01,28.8
2025-05-13,2025-05-13,1958-04-01,28.9
2025-05-13,2025-05-13,1958-05-01,28.9
2025-05-13,2025-05-13,1958-06-01,28.9
2025-05-13,2025-05-13,1958-07-01,29.0
2025-05-13,2025-05-13,1958-08-01,28.9
2025-05-13,2025-05-13,1958-09-01,28.9
2025-05-13,2025-05-13,1958-10-01,28.9
2025-05-13,2025-05-13,1958-11-01,29.0
2025-05-13,2025-05-13,1958-12-01,28.9
2025-05-13,2025-05-13,1959-01-01,29.0
2025-05-13,2025-05-13,1959-02-01,28.9
2025-05-13,2025-05-13,1959-03-01,28.9
2025-05-13,2025-05-13,1959-04-01,29.0
2025-05-13,2025-05-13,1959-05-01,29.0
2025-05-13,2025-05-13,1959-06-01,29.1
2025-05-13,2025-05-13,1959-07-01,29.2
2025-05-13,2025-05-13,1959-08-01,29.2
2025-05-13,2025-05-13,1959-09-01,29.3
2025-05-13,2025-05-13,1959-10-01,29.4
2025-05-13,2025-05-13,1959-11-01,29.4
2025-05-13,2025-05-13,1959-12-01,29.4
2025-05-13,2025-05-13,1960-01-01,29.3
2025-05-13,2025-05-13,1960-02-01,29.4
2025-05-13,2025-05-13,1960-03-01,29.4
2025-05-13,2025-05-13,1960-04-01,29.5
2025-05-13,2025-05-13,1960-05-01,29.5
2025-05-13,2025-05-13,1960-06-01,29.6
2025-05-13,2025-05-13,1960-07-01,29.6
2025-05-13,2025-05-13,1960-08-01,29.6
2025-05-13,2025-05-13,1960-09-01,29.6
2025-05-13,2025-05-13,1960-10-01,29.8
2025-05-13,2025-05-13,1960-11-01,29.8
2025-05-13,2025-05-13,1960-12-01,29.8
2025-05-13,2025-05-13,1961-01-01,29.8
2025-05-13,2025-05-13,1961-02-01,29.8
2025-05-13,2025-05-13,1961-03-01,29.8
2025-05-13,2025-05-13,1961-04-01,29.8
2025-05-13,2025-05-13,1961-05-01,29.8
2025-05-13,2025-05-13,1961-06-01,29.8
2025-05-13,2025-05-13,1961-07-01,30.0
2025-05-13,2025-05-13,1961-08-01,29.9
2025-05-13,2025-05-13,1961-09-01,30.0
2025-05-13,2025-05-13,1961-10-01,30.0
2025-05-13,2025-05-13,1961-11-01,30.0
2025-05-13,2025-05-13,1961-12-01,30.0
2025-05-13,2025-05-13,1962-01-01,30.0
2025-05-13,2025-05-13,1962-02-01,30.1
2025-05-13,2025-05-13,1962-03-01,30.1
2025-05-13,2025-05-13,1962-04-01,30.2
2025-05-13,2025-05-13,1962-05-01,30.2
2025-05-13,2025-05-13,1962-06-01,30.2
2025-05-13,2025-05-13,1962-07-01,30.3
2025-05-13,2025-05-13,1962-08-01,30.3
2025-05-13,2025-05-13,1962-09-01,30.4
2025-05-13,2025-05-13,1962-10-01,30.4
2025-05-13,2025-05-13,1962-11-01,30.4
2025-05-13,2025-05-13,1962-12-01,30.4
2025-05-13,2025-05-13,1963-01-01,30.4
2025-05-13,2025-05-13,1963-02-01,30.4
2025-05-13,2025-05-13,1963-03-01,30.5
2025-05-13,2025-05-13,1963-04-01,30.5
2025-05-13,2025-05-13,1963-05-01,30.5
2025-05-13,2025-05-13,1963-06-01,30.6
2025-05-13,2025-05-13,1963-07-01,30.7
2025-05-13,2025-05-13,1963-08-01,30.7
2025-05-13,2025-05-13,1963-09-01,30.7
2025-05-13,2025-05-13,1963-10-01,30.8
2025-05-13,2025-05-13,1963-11-01,30.8
2025-05-13,2025-05-13,1963-12-01,30.9
2025-05-13,2025-05-13,1964-01-01,30.9
2025-05-13,2025-05-13,1964-02-01,30.9
2025-05-13,2025-05-13,1964-03-01,30.9
2025-05-13,2025-05-13,1964-04-01,30.9
2025-05-13,2025-05-13,1964-05-01,30.9
2025-05-13,2025-05-13,1964-06-01,31.0
2025-05-13,2025-05-13,1964-07-01,31.1
2025-05-13,2025-05-13,1964-08-01,31.0
2025-05-13,2025-05-13,1964-09-01,31.1
2025-05-13,2025-05-13,1964-10-01,31.1
2025-05-13,2025-05-13,1964-11-01,31.2
2025-05-13,2025-05-13,1964-12-01,31.2
2025-05-13,2025-05-13,1965-01-01,31.2
2025-05-13,2025-05-13,1965-02-01,31.2
2025-05-13,2025-05-13,1965-03-01,31.3
2025-05-13,2025-05-13,1965-04-01,31.4
2025-05-13,2025-05-13,1965-05-01,31.4
2025-05-13,2025-05-13,1965-06-01,31.6
2025-05-13,2025-05-13,1965-07-01,31.6
2025-05-13,2025-05-13,1965-08-01,31.6
2025-05-13,2025-05-13,1965-09-01,31.6
2025-05-13,2025-05-13,1965-10-01,31.7
2025-05-13,2025-05-13,1965-11-01,31.7
2025-05-13,2025-05-13,1965-12-01,31.8
2025-05-13,2025-05-13,1966-01-01,31.8
2025-05-13,2025-05-13,1966-02-01,32.0
2025-05-13,2025-05-13,1966-03-01,32.1
2025-05-13,2025-05-13,1966-04-01,32.3
2025-05-13,2025-05-13,1966-05-01,32.3
2025-05-13,2025-05-13,1966-06-01,32.4
2025-05-13,2025-05-13,1966-07-01,32.5
2025-05-13,2025-05-13,1966-08-01,32.7
2025-05-13,2025-05-13,1966-09-01,32.7
2025-05-13,2025-05-13,1966-10-01,32.9
2025-05-13,2025-05-13,1966-11-01,32.9
2025-05-13,2025-05-13,1966-12-01,32.9
2025-05-13,2025-05-13,1967-01-01,32.9
2025-05-13,2025-05-13,1967-02-01,32.9
2025-05-13,2025-05-13,1967-03-01,33.0
2025-05-13,2025-05-13,1967-04-01,33.1
2025-05-13,2025-05-13,1967-05-01,33.2
2025-05-13,2025-05-13,1967-06-01,33.3
2025-05-13,2025-05-13,1967-07-01,33.4
2025-05-13,2025-05-13,1967-08-01,33.5
2025-05-13,2025-05-13,1967-09-01,33.6
2025-05-13,2025-05-13,1967-10-01,33.7
2025-05-13,2025-05-13,1967-11-01,33.8
2025-05-13,2025-05-13,1967-12-01,33.9
2025-05-13,2025-05-13,1968-01-01,34.1
2025-05-13,2025-05-13,1968-02-01,34.2
2025-05-13,2025-05-13,1968-03-01,34.3
2025-05-13,2025-05-13,1968-04-01,34.4
2025-05-13,2025-05-13,1968-05-01,34.5
2025-05-13,2025-05-13,1968-06-01,34.7
2025-05-13,2025-05-13,1968-07-01,34.9
2025-05-13,2025-05-13,1968-08-01,35.0
2025-05-13,2025-05-13,1968-09-01,35.1
2025-05-13,2025-05-13,1968-10-01,35.3
2025-05-13,2025-05-13,1968-11-01,35.4
2025-05-13,2025-05-13,1968-12-01,35.5
2025-05-13,2025-05-13,1969-01-01,35.6
2025-05-13,2025-05-13,1969-02-01,35.8
2025-05-13,2025-05-13,1969-03-01,36.1
2025-05-13,2025-05-13,1969-04-01,36.3
2025-05-13,2025-05-13,1969-05-01,36.4
2025-05-13,2025-05-13,1969-06-01,36.6
2025-05-13,2025-05-13,1969-07-01,36.8
2025-05-13,2025-05-13,1969-08-01,37.0
2025-05-13,2025-05-13,1969-09-01,37.1
2025-05-13,2025-05-13,1969-10-01,37.3
2025-05-13,2025-05-13,1969-11-01,37.5
2025-05-13,2025-05-13,1969-12-01,37.7
2025-05-13,2025-05-13,1970-01-01,37.8
2025-05-13,2025-05-13,1970-02-01,38.0
2025-05-13,2025-05-13,1970-03-01,38.2
2025-05-13,2025-05-13,1970-04-01,38.5
2025-05-13,2025-05-13,1970-05-01,38.6
2025-05-13,2025-05-13,1970-06-01,38.8
2025-05-13,2025-05-13,1970-07-01,39.0
2025-05-13,2025-05-13,1970-08-01,39.0
2025-05-13,2025-05-13,1970-09-01,39.2
2025-05-13,2025-05-13,1970-10-01,39.4
2025-05-13,2025-05-13,1970-11-01,39.6
2025-05-13,2025-05-13,1970-12-01,39.8
2025-05-13,2025-05-13,1971-01-01,39.8
2025-05-13,2025-05-13,1971-02-01,39.9
2025-05-13,2025-05-13,1971-03-01,40.0
2025-05-13,2025-05-13,1971-04-01,40.1
2025-05-13,2025-05-13,1971-05-01,40.3
2025-05-13,2025-05-13,1971-06-01,40.6
2025-05-13,2025-05-13,1971-07-01,40.7
2025-05-13,2025-05-13,1971-08-01,40.8
2025-05-13,2025-05-13,1971-09-01,40.8
2025-05-13,2025-05-13,1971-10-01,40.9
2025-05-13,2025-05-13,1971-11-01,40.9
2025-05-13,2025-05-13,1971-12-01,41.1
2025-05-13,2025-05-13,1972-01-01,41.1
2025-05-13,2025-05-13,1972-02-01,41.3
2025-05-13,2025-05-13,1972-03-01,41.4
2025-05-13,2025-05-13,1972-04-01,41.5
2025-05-13,2025-05-13,1972-05-01,41.6
2025-05-13,2025-05-13,1972-06-01,41.7
2025-05-13,2025-05-13,1972-07-01,41.9
2025-05-13,2025-05-13,1972-08-01,42.0
2025-05-13,2025-05-13,1972-09-01,42.1
2025-05-13,2025-05-13,1972-10-01,42.3
2025-05-13,2025-05-13,1972-11-01,42.4
2025-05-13,2025-05-13,1972-12-01,42.5
2025-05-13,2025-05-13,1973-01-01,42.6
2025-05-13,2025-05-13,1973-02-01,42.9
2025-05-13,2025-05-13,1973-03-01,43.3
2025-05-13,2025-05-13,1973-04-01,43.6
2025-05-13,2025-05-13,1973-05-01,43.9
2025-05-13,2025-05-13,1973-06-01,44.2
2025-05-13,2025-05-13,1973-07-01,44.3
2025-05-13,2025-05-13,1973-08-01,45.1
2025-05-13,2025-05-13,1973-09-01,45.2
2025-05-13,2025-05-13,1973-10-01,45.6
2025-05-13,2025-05-13,1973-11-01,45.9
2025-05-13,2025-05-13,1973-12-01,46.2
2025-05-13,2025-05-13,1974-01-01,46.6
2025-05-13,2025-05-13,1974-02-01,47.2
2025-05-13,2025-05-13,1974-03-01,47.8
2025-05-13,2025-05-13,1974-04-01,48.0
2025-05-13,2025-05-13,1974-05-01,48.6
2025-05-13,2025-05-13,1974-06-01,49.0
2025-05-13,2025-05-13,1974-07-01,49.4
2025-05-13,2025-05-13,1974-08-01,50.0
2025-05-13,2025-05-13,1974-09-01,50.6
2025-05-13,2025-05-13,1974-10-01,51.1
2025-05-13,2025-05-13,1974-11-01,51.5
2025-05-13,2025-05-13,1974-12-01,51.9
2025-05-13,2025-05-13,1975-01-01,52.1
2025-05-13,2025-05-13,1975-02-01,52.5
2025-05-13,2025-05-13,1975-03-01,52.7
2025-05-13,2025-05-13,1975-04-01,52.9
2025-05-13,2025-05-13,1975-05-01,53.2
2025-05-13,2025-05-13,1975-06-01,53.6
2025-05-13,2025-05-13,1975-07-01,54.2
2025-05-13,2025-05-13,1975-08-01,54.3
2025-05-13,2025-05-13,1975-09-01,54.6
2025-05-13,2025-05-13,1975-10-01,54.9
2025-05-13,2025-05-13,1975-11-01,55.3
2025-05-13,2025-05-13,1975-12-01,55.5
2025-05-13,2025-05-13,1976-01-01,55.6
2025-05-13,2025-05-13,1976-02-01,55.8
2025-05-13,2025-05-13,1976-03-01,55.9
2025-05-13,2025-05-13,1976-04-01,56.1
2025-05-13,2025-05-13,1976-05-01,56.5
2025-05-13,2025-05-13,1976-06-01,56.8
2025-05-13,2025-05-13,1976-07-01,57.1
2025-05-13,2025-05-13,1976-08-01,57.4
2025-05-13,2025-05-13,1976-09-01,57.6
2025-05-13,2025-05-13,1976-10-01,57.9
2025-05-13,2025-05-13,1976-11-01,58.0
2025-05-13,2025-05-13,1976-12-01,58.2
2025-05-13,2025-05-13,1977-01-01,58.5
2025-05-13,2025-05-13,1977-02-01,59.1
2025-05-13,2025-05-13,1977-03-01,59.5
2025-05-13,2025-05-13,1977-04-01,60.0
2025-05-13,2025-05-13,1977-05-01,60.3
2025-05-13,2025-05-13,1977-06-01,60.7
2025-05-13,2025-05-13,1977-07-01,61.0
2025-05-13,2025-05-13,1977-08-01,61.2
2025-05-13,2025-05-13,1977-09-01,61.4
2025-05-13,2025-05-13,1977-10-01,61.6
2025-05-13,2025-05-13,1977-11-01,61.9
2025-05-13,2025-05-13,1977-12-01,62.1
2025-05-13,2025-05-13,1978-01-01,62.5
2025-05-13,2025-05-13,1978-02-01,62.9
2025-05-13,2025-05-13,1978-03-01,63.4
2025-05-13,2025-05-13,1978-04-01,63.9
2025-05-13,2025-05-13,1978-05-01,64.5
2025-05-13,2025-05-13,1978-06-01,65.2
2025-05-13,2025-05-13,1978-07-01,65.7
2025-05-13,2025-05-13,1978-08-01,66.0
2025-05-13,2025-05-13,1978-09-01,66.5
2025-05-13,2025-05-13,1978-10-01,67.1
2025-05-13,2025-05-13,1978-11-01,67.4
2025-05-13,2025-05-13,1978-12-01,67.7
2025-05-13,2025-05-13,1979-01-01,68.3
2025-05-13,2025-05-13,1979-02-01,69.1
2025-05-13,2025-05-13,1979-03-01,69.8
2025-05-13,2025-05-13,1979-04-01,70.6
2025-05-13,2025-05-13,1979-05-01,71.5
2025-05-13,2025-05-13,1979-06-01,72.3
2025-05-13,2025-05-13,1979-07-01,73.1
2025-05-13,2025-05-13,1979-08-01,73.8
2025-05-13,2025-05-13,1979-09-01,74.6
2025-05-13,2025-05-13,1979-10-01,75.2
2025-05-13,2025-05-13,1979-11-01,75.9
2025-05-13,2025-05-13,1979-12-01,76.7
2025-05-13,2025-05-13,1980-01-01,77.8
2025-05-13,2025-05-13,1980-02-01,78.9
2025-05-13,2025-05-13,1980-03-01,80.1
2025-05-13,2025-05-13,1980-04-01,81.0
2025-05-13,2025-05-13,1980-05-01,81.8
2025-05-13,2025-05-13,1980-06-01,82.7
2025-05-13,2025-05-13,1980-07-01,82.7
2025-05-13,2025-05-13,1980-08-01,83.3
2025-05-13,2025-05-13,1980-09-01,84.0
2025-05-13,2025-05-13,1980-10-01,84.8
2025-05-13,2025-05-13,1980-11-01,85.5
2025-05-13,2025-05-13,1980-12-01,86.3
2025-05-13,2025-05-13,1981-01-01,87.0
2025-05-13,2025-05-13,1981-02-01,87.9
2025-05-13,2025-05-13,1981-03-01,88.5
2025-05-13,2025-05-13,1981-04-01,89.1
2025-05-13,2025-05-13,1981-05-01,89.8
2025-05-13,2025-05-13,1981-06-01,90.6
2025-05-13,2025-05-13,1981-07-01,91.6
2025-05-13,2025-05-13,1981-08-01,92.3
2025-05-13,2025-05-13,1981-09-01,93.2
2025-05-13,2025-05-13,1981-10-01,93.4
2025-05-13,2025-05-13,1981-11-01,93.7
2025-05-13,2025-05-13,1981-12-01,94.0
2025-05-13,2025-05-13,1982-01-01,94.3
2025-05-13,2025-05-13,1982-02-01,94.6
2025-05-13,2025-05-13,1982-03-01,94.5
2025-05-13,2025-05-13,1982-04-01,94.9
2025-05-13,2025-05-13,1982-05-01,95.8
2025-05-13,2025-05-13,1982-06-01,97.0
2025-05-13,2025-05-13,1982-07-01,97.5
2025-05-13,2025-05-13,1982-08-01,97.7
2025-05-13,2025-05-13,1982-09-01,97.9
2025-05-13,2025-05-13,1982-10-01,98.2
2025-05-13,2025-05-13,1982-11-01,98.0
2025-05-13,2025-05-13,1982-12-01,97.6
2025-05-13,2025-05-13,1983-01-01,97.8
2025-05-13,2025-05-13,1983-02-01,97.9
2025-05-13,2025-05-13,1983-03-01,97.9
2025-05-13,2025-05-13,1983-04-01,98.6
2025-05-13,2025-05-13,1983-05-01,99.2
2025-05-13,2025-05-13,1983-06-01,99.5
2025-05-13,2025-05-13,1983-07-01,99.9
2025-05-13,2025-05-13,1983-08-01,100.2
2025-05-13,2025-05-13,1983-09-01,100.7
2025-05-13,2025-05-13,1983-10-01,101.0
2025-05-13,2025-05-13,1983-11-01,101.2
2025-05-13,2025-05-13,1983-12-01,101.3
2025-05-13,2025-05-13,1984-01-01,101.9
2025-05-13,2025-05-13,1984-02-01,102.4
2025-05-13,2025-05-13,1984-03-01,102.6
2025-05-13,2025-05-13,1984-04-01,103.1
2025-05-13,2025-05-13,1984-05-01,103.4
2025-05-13,2025-05-13,1984-06-01,103.7
2025-05-13,2025-05-13,1984-07-01,104.1
2025-05-13,2025-05-13,1984-08-01,104.5
2025-05-13,2025-05-13,1984-09-01,105.0
2025-05-13,2025-05-13,1984-10-01,105.3
2025-05-13,2025-05-13,1984-11-01,105.3
2025-05-13,2025-05-13,1984-12-01,105.3
2025-05-13,2025-05-13,1985-01-01,105.5
2025-05-13,2025-05-13,1985-02-01,106.0
2025-05-13,2025-05-13,1985-03-01,106.4
2025-05-13,2025-05-13,1985-04-01,106.9
2025-05-13,2025-05-13,1985-05-01,107.3
2025-05-13,2025-05-13,1985-06-01,107.6
2025-05-13,2025-05-13,1985-07-01,107.8
2025-05-13,2025-05-13,1985-08-01,108.0
2025-05-13,2025-05-13,1985-09-01,108.3
2025-05-13,2025-05-13,1985-10-01,108.7
2025-05-13,2025-05-13,1985-11-01,109.0
2025-05-13,2025-05-13,1985-12-01,109.3
2025-05-13,2025-05-13,1986-01-01,109.6
2025-05-13,2025-05-13,1986-02-01,109.3
2025-05-13,2025-05-13,1986-03-01,108.8
2025-05-13,2025-05-13,1986-04-01,108.6
2025-05-13,2025-05-13,1986-05-01,108.9
2025-05-13,2025-05-13,1986-06-01,109.5
2025-05-13,2025-05-13,1986-07-01,109.5
2025-05-13,2025-05-13,1986-08-01,109.7
2025-05-13,2025-05-13,1986-09-01,110.2
2025-05-13,2025-05-13,1986-10-01,110.3
2025-05-13,2025-05-13,1986-11-01,110.4
2025-05-13,2025-05-13,1986-12-01,110.5
2025-05-13,2025-05-13,1987-01-01,111.2
2025-05-13,2025-05-13,1987-02-01,111.6
2025-05-13,2025-05-13,1987-03-01,112.1
2025-05-13,2025-05-13,1987-04-01,112.7
2025-05-13,2025-05-13,1987-05-01,113.1
2025-05-13,2025-05-13,1987-06-01,113.5
2025-05-13,2025-05-13,1987-07-01,113.8
2025-05-13,2025-05-13,1987-08-01,114.4
2025-05-13,2025-05-13,1987-09-01,115.0
2025-05-13,2025-05-13,1987-10-01,115.3
2025-05-13,2025-05-13,1987-11-01,115.4
2025-05-13,2025-05-13,1987-12-01,115.4
2025-05-13,2025-05-13,1988-01-01,115.7
2025-05-13,2025-05-13,1988-02-01,116.0
2025-05-13,2025-05-13,1988-03-01,116.5
2025-05-13,2025-05-13,1988-04-01,117.1
2025-05-13,2025-05-13,1988-05-01,117.5
2025-05-13,2025-05-13,1988-06-01,118.0
2025-05-13,2025-05-13,1988-07-01,118.5
2025-05-13,2025-05-13,1988-08-01,119.0
2025-05-13,2025-05-13,1988-09-01,119.8
2025-05-13,2025-05-13,1988-10-01,120.2
2025-05-13,2025-05-13,1988-11-01,120.3
2025-05-13,2025-05-13,1988-12-01,120.5
